,ID,Created_at,Location,text,label
6080,149945,5/6/2011 5:05,42.27049 93.26535,Dude is preaching my autobiography! #getouttamylife...,0
6116,150848,5/9/2011 8:25,42.24808 93.54614,It is so cold in this pew,0
6131,151178,5/2/2011 18:18,42.26429 93.21583,kjadhhadkja Suzuki Tsuta this Work In story here is leaving me breathless FOR. SERIOUS.,0
6146,151566,5/13/2011 4:16,42.23245 93.32966,Hotel breakfast is dutty & cold.,0
6150,151631,4/30/2011 5:58,42.16405 93.41953,1 look is all it takes to send chills down yo spine,0
6216,153625,5/6/2011 1:00,42.19471 93.29691,Cycling and tweeting  1 of my many talents. Breathing through my ears is another.,0
6218,153674,5/12/2011 16:31,42.17879 93.32806,I went out with my friend today to build a snowman. But we got too cold... maybe we will finish it tomorrow.,0
6221,153734,4/30/2011 16:10,42.2752 93.49781,...peace of mind & of heart comes from [Christ's teachings],0
6227,153986,5/9/2011 21:37,42.21004 93.3708,URBAN ATHLETE; Warming Up to a Cold Run,0
6228,153998,5/11/2011 16:52,42.24071 93.35722,#DontYouJustHateItWhen yu go to kiss nd they got ass-breathe! 'Oh yu had more than a salad for lunch!',0
6246,154353,5/4/2011 3:54,42.25633 93.49102,Suavemente :) teaching my sis how to dance to it lol she is truly like a white girl got no rythem haha,0
6272,155221,5/7/2011 18:33,42.24631 93.49502,Ole Miss Players Battle Flu Symptoms,0
6289,155578,5/1/2011 19:07,42.28493 93.44709,Cognitive Fluency,0
6297,155829,5/9/2011 9:14,42.29525 93.33765,every Monday is a flu day.... its bad..~,1
6322,156367,5/7/2011 17:20,42.20444 93.3672,WORLD BRIEFING | EUROPE; Britain: Flu Cases Surge  Straining Some Hospitals,1
6335,156657,5/11/2011 17:33,42.23982 93.32646,Insomnia Is A Meanie. Haha. Going To Go Try And Get Some Sleep. I'm One Happy Camper Right Now :D. Goodnight My Loves &lt;3.,0
6347,156988,4/30/2011 21:38,42.2525 93.33445,Fever again. Wth is wrong with my body. I think is the party withdrawal effect. Nv party den will have wthdrawal. Second time for the we,1
6351,157050,5/5/2011 15:19,42.20238 93.3696,Tomorrow is a big big day  only for this time I love monday  even tough I have flu :/ that bother me so much.,1
6366,157305,5/5/2011 0:54,42.28906 93.21982,the professor is soo rude omgg! he dead told a man he went out to lunch wit that ur breath stink it smell like the sewer. odee.,0
6377,157420,5/9/2011 19:18,42.23186 93.48743,Is de mcflurry vers fruit lekker?,0
6402,158119,5/14/2011 7:23,42.2755 93.24059,We have lost one follower due to fact that I'm not providing much facts. T^T sorry guys  I don't specialize in that. You can scold me th,0
6407,158273,5/5/2011 20:55,42.27786 93.40475,Now Playing on Audio Popsicle: Flunk ''Cigarette Burns'' (from This Is What You Get),0
6418,158570,5/12/2011 1:23,42.18528 93.31688,Coldplay Christmas Lights; think Pogues meets Wings sprinkled with usual Coldplay dust.Feeling v festive now! Released 8pm in aid of Cri,0
6420,158662,5/10/2011 13:16,42.18056 93.21822,If I go for a run around 9pm will that give me insomnia tonight? Please advise  fitness gurus #fitness #workouts,0
6432,158898,4/30/2011 16:51,42.23658 93.34244,man  my head is really hurting a lot. I think I may be catching a fever or something &gt;&lt; still.. need to organize videos to make po,1
6433,158952,5/4/2011 19:41,42.2127 93.24538,I can c coast finally gave up nairobi's sun... It left of friday evenin 4 th wkend. Hence the cold... The sun is out n bak to nairobi,0
6443,159236,5/14/2011 4:10,42.25427 93.51579,All this heavy breathin is bothering me.,0
6463,159578,5/16/2011 21:38,42.218 93.35283,Priveledged to breath walk n talk.. Not to see u that just angers me! don't care if u the baddest girl n the world. Ur mind is n the gut,0
6473,159678,5/14/2011 22:13,42.26164 93.46466,the studio is cold as hell. Yep.,0
6514,160837,5/3/2011 23:27,42.27638 93.38837,Life is just full of headaches!,0
6529,161201,5/12/2011 2:21,42.2298 93.51858,I fake smiles more then I breathe  Sadly to say  I guess this is my life... :'/,0
6535,161392,5/1/2011 0:23,42.17348 93.44669,Jonathan is serving his own vomit. Now that is arrogant #masterchef,0
6536,161424,5/13/2011 9:21,42.17525 93.56052,At It's A Grind  drinking hot chocolate and listening to The Arcade Fire on the Grind's radio.'Wake Up'. The best thing on a cold night.,0
6537,161459,5/9/2011 0:22,42.20916 93.34604,My throat's on fire. This headache STILL hasnt gone away. Wahhhhh :[,1
6544,161595,5/1/2011 8:41,42.21653 93.53176,Cold pizza is the best.,0
6556,161854,4/30/2011 11:09,42.2699 93.24419,The game is Cold but it Gravvyyyyy,0
6563,162024,5/11/2011 22:20,42.23334 93.33365,this cough i have is hella annoying,1
6570,162138,5/3/2011 22:54,42.23953 93.35043,When I have chapstick I'm crazy about keeping my lips moisturized  especially when it's cold. :c,0
6582,162480,5/6/2011 21:50,42.29673 93.31169,There is nothing better on a cold wintry day than a properly made vegetable pot pie.,0
6589,162653,5/5/2011 15:14,42.26547 93.19865,Yeah  hey  hey.When somethings dark  let me shed a little light on it.When somethings cold  let me put a little fire on it,0
6590,162699,5/3/2011 3:54,42.24484 93.33605,Fatigue is beginning to set in,0
6591,162768,5/14/2011 3:58,42.24778 93.32487,Affluent Indians Sending More Students Abroad,0
6597,162892,5/5/2011 10:34,42.24513 93.43071,Sadler is already being released from the medical care center. Dude is lucky to be breathing. What a terrible wreck.,0
6607,163130,5/15/2011 17:01,42.21211 93.38278,NO SERIOUSLY. MY CRAMPS ARE LIKE RIPPING APART MY BODY.,1
6612,163337,5/4/2011 15:30,42.24336 93.34803,Imma have to delete my twitter .. Seeing everybody drama is giving me a headache.. i swear there's like 20 ppl on my timeline with drama,0
6617,163400,5/5/2011 21:45,42.27904 93.40675,#dontyoujusthateitwhen it's your b'day & you have a cold & have to get up at stupid o'clock to go to work? McD's breakfast to come  thou,1
6618,163401,5/7/2011 12:43,42.24366 93.45787,Surprisingly my arm isn't aching anymore because I put my pillow under my arm..,0
6634,163714,5/4/2011 13:50,42.23422 93.35203,Entourage is on  my cure for insomnia ends......,0
6654,164474,5/14/2011 20:42,42.24513 93.34004,Myy Room is so cold,0
6686,165528,5/7/2011 23:13,42.24218 93.33565,my throat is on fire right now... freaking cold =/,1
6687,165553,5/8/2011 1:19,42.21358 93.38398,Off to my moms... How depressing. At least the sun is shining and there's a cold breeze blowing.,0
6695,165837,5/10/2011 21:48,42.1894 93.41873,i have a head cold i need someone to take care of me  my body is over heating,1
6700,165994,5/15/2011 3:40,42.17584 93.39716,i'm going to vomit #ausvotes,0
6708,166175,5/10/2011 4:08,42.23776 93.34683,My house should NEVER be this cold EVERY A/C is on -_-,0
6714,166254,5/1/2011 22:50,42.18675 93.40555,lol mkk all i want is sum coldstone && i'll  be happy  i want ask for nothing else =] well rite now. . . lol,0
6728,166535,5/4/2011 15:29,42.2242 93.35522,Thanks to my motha I don't have to be cold nomore....,1
6739,166753,5/4/2011 20:07,42.27697 93.37639,flatulence...constipation...after this diarrhea   steatorrhea. only then is the diseases of small intestine. whoa?! so many -_-,1
6749,166955,5/7/2011 22:18,42.21388 93.39436,wow. i left my comb and hairspray in sydney... how smart #cough now my hair looks so blah -_-,0
6753,167008,5/13/2011 18:19,42.24808 93.5094,time is so short and i'm sure there must be something more.. #coldplay-42,0
6760,167125,5/3/2011 22:57,42.21181 93.37679,...cold as fire baby  hot as ice !...,0
6773,167358,5/9/2011 18:14,42.27727 93.4367,#DontYouJustHateItWhen People Really Think They Can Rap ? *Cough* Brian Pumper *Cough*,0
6774,167470,5/3/2011 1:40,42.22302 93.33325,#DontYouJustHateItWhen somebody got so much to say to you with a stank ass breath ..?!!? UGHH.,0
6797,168118,5/10/2011 9:49,42.18793 93.52098,Summer is slowly approaching us,0
6813,168563,5/10/2011 11:33,42.27432 93.25417,Studio 12 was... Epic  A Headache  A Joy  A Pain  A Delight  A Disaster and perfection. All in all...I am so proud of everyone  &lt;3,0
6831,168991,5/11/2011 19:47,42.24601 93.52937,Todays hates: (#4) light sensitivity induced headaches. Also heard news today that made me laugh very inappropriately  but is still funn,0
6875,170049,5/16/2011 9:27,42.218 93.39836,Home  home again. I like to be here when I can. When I come home cold & tired  it's good to warm my bones beside the fire. #pinkfloyd,0
6891,170630,5/6/2011 18:52,42.26253 93.42033,Blackboard: Application Fever,0
6902,170802,5/7/2011 19:53,42.27402 93.32567,I am contemplating to do a playthrough of either Ar Tonelico 3  Breath of Fire III  or Breath of Fire IV once I moved...,0
6913,171067,5/10/2011 21:48,42.18498 93.40395,Poor bubby is sick....only thing worse is man flu...which hubby had last week. god I need a holiday,1
6915,171150,5/9/2011 13:44,42.23334 93.45148,Is it bad i put a pillow on top of my cousin's face cuz she breathing too loud? Its not like it helped. Lol,0
6918,171234,5/7/2011 21:48,42.18026 93.22461,ARTS | CONNECTICUT; Thrills and Chills (Except for the Guy Behind the Elephant),0
6923,171340,5/11/2011 9:55,42.18852 93.31169,Breathe Carolina is god awful  it's not even music.,0
6926,171366,5/14/2011 0:00,42.21918 93.51219,today is really cold :S,0
6936,171529,5/8/2011 18:22,42.25221 93.26496,#dontyoujusthateitwhen Somebody all in yo face tryna hold a convo but they breath smell like open ass,0
6945,171798,5/15/2011 13:23,42.22361 93.33685,Oh my god this ship is breathtaking! Plus a complimentary bottle of Cabernet from cousin Skipo!!,0
6959,172130,5/13/2011 14:03,42.21004 93.53416,GANTZ is right. We're all cold and heartless. What's more is that we never seem to feel shame for it.,0
6966,172289,5/5/2011 22:21,42.21034 93.37879,Tweetin wit cold hands...im tryin so hard to type regular speed but my thumbs are like 'nope.',0
6977,172546,5/5/2011 0:13,42.2413 93.44868,Crash on WB40 approaching interchange with 2 cars in the right lane. Looks like they were distracted by the EB40 crash...,0
6989,172859,4/30/2011 19:20,42.22803 93.32726,I'm all for advances in science  but this guy kayaking with breaching great whites is an idiot #naturalselection #sharkweek,0
6997,173057,5/4/2011 5:43,42.20326 93.3672,Who's reaching Fire Fete tonight?,0
7003,173201,5/2/2011 14:36,42.23334 93.35842,The battle is starting. Nose is getting block. I'm feeling cold cough coming. Cold + cough + nose block + asthma = serious breathing pro,1
7009,173491,5/1/2011 15:19,42.21859 93.35283,I think I have a fever. Great. I love my life.,1
7036,173880,5/6/2011 2:02,42.24837 93.40515,And Headache is fckn killin me :(,1
7051,174277,5/14/2011 10:55,42.27049 93.51499,its gettin cold  iNeed somebody to keep me warm this bon fire isn't enough;;,0
7052,174278,5/9/2011 17:19,42.27167 93.21623,Sinus headache is coming back... :(,1
7056,174321,5/10/2011 18:05,42.1841 93.20065,2009 SKI GUIDE | NEXT STOP; Reaching New Heights in British Columbia,0
7069,174731,5/10/2011 13:44,42.21506 93.27135,So tired. I think my eyes will fall out of my head shortly and this is day six of my headache!,1
7072,174819,5/2/2011 16:46,42.24601 93.32806,There is a communal coughing fit occurring on this bus.,0
7080,174997,5/2/2011 18:32,42.28258 93.44229,WELL; With Soap and Water or Sanitizer  A Cleaning That Can Stave Off the Flu,0
7082,175022,5/6/2011 22:00,42.21447 93.39037,Oh my lord  & my dad is taking forever acting like I want to run into people at Barnes & Nobles tonight with no make-up & in sweats!,0
7090,175185,5/16/2011 14:46,42.26135 93.46226,the water is so cold  .,0
7136,176286,5/8/2011 16:11,42.21889 93.41793,headache!!!no  this is not the usual Monday sickness for working people..this the usual hang over that confused people get from drinking,1
7144,176455,5/15/2011 0:46,42.22331 93.21263,Happy Saturday....I have time to breathe today! Thank goodness for the weekend!,0
7168,177033,5/10/2011 23:25,42.1838 93.32007,Relief teaching is so different now. No long breakfasts and long lunches with fellow RTs and TAs!,0
7183,177273,5/7/2011 22:37,42.20827 93.3724,the dunn bros at mpls central library needs to get Sugar in the Raw. unsweetened cold press is rather blahhh when it's no longer 'cold'.,0
7220,178094,5/2/2011 16:10,42.23835 93.35922,Dragons are fire breathers tonight!,0
7221,178102,5/6/2011 6:46,42.29791 93.24099,I ve gotta fever . . Bones aching like hell . .i think this is my worst fever ever . . .,1
7226,178371,5/3/2011 18:47,42.20798 93.27494,...is now down with a minor flu; hope nothing major coming...errr!,1
7237,178687,5/13/2011 19:44,42.24778 93.56411,But wait.... They called 911 and said they couldn't breath the fire fighters show up and they on the porch smokin a cig... Smh,0
7286,180051,5/3/2011 4:13,42.28228 93.47465,im so tired..my head is aching.. ;(,1
7298,180210,5/14/2011 13:24,42.26724 93.45508,Sick day. Going to buy some OJ  which means Im changing from my current grey sweats to my other grey sweats to leave the house,0
7301,180246,5/1/2011 6:03,42.25486 93.53536,I really hate living here. Her tv is so loud I can hear the people on it breathing. -_-,0
7311,180442,5/16/2011 7:55,42.20886 93.3696,So... She posted: 'so there's this thing... The flu...' is she goin to HER party? :s,0
2537,601,5/1/2011 21:48,42.26724 93.42712,My tank on E and so is my pockets.,0
4434,1081,5/8/2011 21:19,42.20945 93.39956,I currently have 69 contacts on my bbm...is it just me or there's somethin just...wrong...about dat numba? Abeg sum1 send me pin make e,0
5435,1317,5/7/2011 4:02,42.25339 93.26695,Alright I'm having to skip tonight. I can't keep up  not as young as I use to be I guess #blogchat,0
5534,1336,5/5/2011 10:28,42.23628 93.3684,Android dev and SC2 tonight. #champtech,0
7310,1751,5/5/2011 0:20,42.24248 93.51738,#dontyoujusthateitwhen Ur seeking a simple yes or no answer but U get neither?,0
7380,1766,5/10/2011 10:22,42.25751 93.4375,Be kind. Everyone you meet is fighting a hard battle.,0
10694,2559,5/10/2011 18:41,42.16493 93.3013,Adjectives Get Evicted,0
10875,2588,5/8/2011 1:15,42.21299 93.34963,love is here... oh no,0
13149,3149,5/16/2011 21:30,42.23324 93.34992,this comic convention is amazing this like the convention a lot,0
17822,4284,5/12/2011 22:05,42.22213 93.35283,Bomb workout. My body is close to the way I had it last summer. Who want me to twit pic it,0
18085,4362,5/15/2011 22:04,42.28818 93.37439,truly forgiving someone is one of the best feelings,0
18252,4406,5/13/2011 8:21,42.22036 93.368,the nanny is on. =] i love this show  but i think even more  i love repeating them in their own accents. -_-,0
24456,5825,5/4/2011 21:34,42.26488 93.51499,Hhahaha mario - you should let me love you is on the radio,0
25906,6144,5/10/2011 21:34,42.2466 93.32527,can't decide if I think Cillian Murphy is hot or creepy. Possibly both. But what does that say about my psyche?,0
28436,6726,5/4/2011 19:16,42.22824 93.3478,this antique convention has a large attendance and would have been better off at home all day,0
28510,6741,5/14/2011 22:43,42.25073 93.42272,Echofon is not working. What the hayl man. Ah well. At least I'm gonna sleep well tonight.,0
29636,7019,5/4/2011 21:18,42.24484 93.33805,I think the only way I will survive what is to come is if I get a personal driver.  If I have that  I'm good.,0
31798,7535,5/15/2011 2:58,42.26282 93.25896,tau kok EVERYTHING IS GONNA CHANGE !,0
32460,7673,4/30/2011 23:21,42.23776 93.3684,#whatilearned it is not your job to like me: it is mine.,0
34107,8120,5/5/2011 21:27,42.17319 93.28413,people think i'm not doing anything with my music cause it's not being uploaded on facebook..........all i can say is '2011' xD xD xD,0
35394,8450,5/11/2011 15:45,42.22154 93.34644,I haven't watched this Antoine Dodson character and the way twitter is going hoooah all over it makes not wanna see it *shrug*,0
36624,8724,5/12/2011 6:09,42.18144 93.41713,#dontyoujusthateitwhen your phone runs out of battery,0
37411,8896,5/5/2011 17:10,42.27668 93.507,Why is my facebook chat cting up??!?!..I give up,0
41268,9803,5/14/2011 11:32,42.20768 93.27055,Life is a dream  realize it.,0
41847,9937,5/3/2011 5:15,42.17643 93.233,Twitter is so dead tonight. It needs action and drama!,0
42370,10053,5/2/2011 21:10,42.24572 93.34044,This ladys top is really nice...,0
42483,10094,5/16/2011 19:44,42.22538 93.25577,Plodders Have a Place  but Is It in a Marathon?,0
42703,10155,5/14/2011 6:34,42.22095 93.47465,Jeff Goldblum is a weird colour  not quite brown or orange. Odd.,0
44480,10564,5/7/2011 22:36,42.21918 93.36121,omona~ just noticed KRY is trending  hontou sugoi!! *i just used 3 diff language in one tweet! atashi babo lol*,0
46097,10957,5/14/2011 21:49,42.23393 93.32806,Note to self  my hair is quick to burn and easy to catch fire.,0
46566,11065,5/6/2011 21:21,42.18675 93.38718,Btw  Vano is een goeie producer..als het om afmixing gaat ;),0
47384,11256,5/15/2011 4:56,42.21181 93.25018,Like a moth to a flame... Burned by the fire... Smh,0
47907,11389,5/4/2011 17:43,42.20739 93.38238,BTW   Dan Johnson is NOT playing in Durham today vs a RHP but Jennings is and he just hit a grand slam. Bulls working toward 68-40 recor,0
53404,12648,5/14/2011 17:42,42.23452 93.31568,Every  sixty seconds you spend angry  upset or mad  is  a full minute of happiness you'll never get  back.,0
55961,13275,5/15/2011 18:59,42.21093 93.34963,You cannot grab fire with paper  or you're going to get burn. - Xander,0
56287,13365,5/14/2011 6:15,42.25604 93.32247,OK  coffee is working. Am going 2 grocery store. BBL :),0
56810,13499,5/16/2011 11:00,42.16906 93.31129,Oh no the saddest part of The Notebook is on,0
58092,13827,5/3/2011 6:30,42.26371 93.54015,is working hard on my music & loving it! ;),0
58094,13829,5/16/2011 7:58,42.23864 93.36641,((Shaun Of The Dead is on in half an hour. #IKnowWhatImGonnaBeWatchingInHalfAndHour! BD)),0
59898,14295,5/14/2011 12:59,42.241 93.36361,love & basketball is such a cute movie w/ such a cute situation.,0
59914,14297,5/13/2011 3:32,42.22154 93.32646,I can't believe it is August already. It has been so hot and rainy here you couldn't enjoy the summer.,0
61558,14686,5/8/2011 14:13,42.20916 93.37879,LETTERS; A Shared Language,0
61629,14697,5/13/2011 21:58,42.23982 93.35802,A Taiwanese tourist just bought 12 embroidered tees off my rack.She said 'Your work is very unique.' :),0
62051,14782,5/3/2011 3:38,42.2124 93.39117,...plus enjoy free drop-in drawing sessions  music from the Calefax Reed Quintet and an alternative highlights tour,0
63541,15095,5/4/2011 22:20,42.23894 93.35842,wow this shardinay biz is mad! Jus spent good few minutes on that #tt page & people bredding this chick now? #itwasallgoodjustaweekago,0
65167,15492,5/13/2011 21:05,42.20709 93.35283,F�te Accomplie,0
67062,15956,5/8/2011 8:02,42.22066 93.35682,Magnetic Man feat. Ms.Dynamite - Fire is such a ridiculously good tune. Magnetic Man are gonna be huge when their albums out,0
67300,16030,5/4/2011 23:25,42.23255 93.3424,this antique convention has everyinthing I was looking for and going to be a bad day...,0
67881,16147,5/15/2011 13:29,42.27285 93.4363,i can't!!!!!!!!!!!! sale  sorry  this clip is not available,0
68062,16197,5/12/2011 13:01,42.22331 93.33046,I got way too many cars in my driveway! I got boats  I got planes  n*gga I'm paid!,0
68599,16324,5/12/2011 10:18,42.21918 93.39357,Sir ;an golf car that it's only job is to put an a wheel bloke for the illegal parked cars to explanation i can send it to you,0
70842,16884,5/10/2011 21:57,42.21741 93.35402,OBSERVATORY; New Materials May Aid In Capturing Carbon,0
74240,17669,5/11/2011 12:40,42.22862 93.27175,When praises go up...blessing come down...he is definitely worthy to be praised,0
74710,17767,5/6/2011 20:54,42.23982 93.33805,If Gary on Teen mom can get 2 women it just shows women will chose anything as a partner. This man is large with no job. 2 girls want hi,0
78267,18624,5/7/2011 11:53,42.29407 93.34284,Mercedes Reveals Electric SLS AMG,0
80302,19121,5/6/2011 3:26,42.27226 93.27055,Now not only is the TiVo's fan making a noise but my Apple G4 MDD is making even noise than usual. Hot weather: killing my electronics.,0
81338,19396,5/6/2011 2:50,42.21948 93.48503,Coffee is on! Time for my morning bible study!,0
81403,19414,5/12/2011 20:33,42.22154 93.32447,#DontYouJustHateItWhen your homeboy start to like u....,0
81850,19524,5/6/2011 19:17,42.23334 93.27135,i like disaster date .,0
81968,19550,5/7/2011 21:59,42.21329 93.32087,ganhei o cd This is Us *o* haha :P,0
87774,20915,5/10/2011 2:21,42.24277 93.33286,Head to the sky... Standing on the ground... Fist in the air... R&B is my sound... #Triumphant.,0
90002,21417,5/2/2011 0:36,42.17407 93.40195,Man u do what u want imma go back to work and cry,0
90906,21606,5/13/2011 6:54,42.22803 93.32926,I miss my crazy psycho sister. I'm wearing her hat right now.,0
92183,21907,5/6/2011 14:27,42.1838 93.54974,hmmm 6 uur slapen snachts is toch nie goed voor je....,0
93416,22214,5/10/2011 23:02,42.16788 93.51019,#DontYouJustHateItWhen people say they mad at you & think your supposed to know what you did wrong,0
94880,22580,5/14/2011 13:04,42.20886 93.36361,What is this #newtwitter?!?!?,0
95782,22845,5/16/2011 10:59,42.21897 93.37159,why do people have to do this someone was informed buildings may blow up,0
97459,23226,5/1/2011 18:50,42.20385 93.34324,So that's #Hurricane! After all the fuss and drama I was expecting something gross to be honest. I rather like it though  I think.,0
98306,23394,5/5/2011 0:39,42.21329 93.35043,My workstation needs a double bass pedal.,0
98663,23480,5/15/2011 1:46,42.24307 93.35362,Wat to do on this hot ass saturday,0
98799,23518,5/10/2011 17:50,42.2354 93.53376,U.N. Notes Sharp Rise in World Food Prices,0
104963,25006,5/10/2011 4:00,42.20827 93.56252,Seriously  y'all. Even my sweat is sweating.,0
106473,25353,5/8/2011 4:52,42.16994 93.49462,the sun is setting outside  its rather beautiful. i sound like a corny idiot.,0
106882,25459,5/8/2011 11:02,42.20326 93.33525,Igor is fighting again  but not Te Huna. What has happened to him? #UFConversus,0
106919,25469,5/9/2011 4:06,42.21181 93.37639,Is there anyone who loves you just for love?,0
107473,25600,5/14/2011 21:28,42.25869 93.43191,Love is a present that can be given every single day you live.,0
108509,25812,5/3/2011 3:31,42.24041 93.35722,#howyougangsta asking ur son if u can drink some of his apple juice...leave the baby juice alone!,0
109820,26169,5/14/2011 12:13,42.17083 93.49741,Well it looks like the boys are in trouble #apprentice ! This is my favourite task as it always sorts the 'Wheat from the chaff',0
118420,28205,5/6/2011 15:55,42.2242 93.235,watching cartoons with my mom  this is too coool! :D,0
121673,28996,5/2/2011 1:32,42.24071 93.36081,* But her proximity throws a whip of thirst in my throat  just smiled and hurried my step  looking with my eyes to some solitary prey *,0
122230,29139,5/4/2011 16:43,42.17053 93.41074,THEATER; Sondheim Seen in Light And Shadow,0
123128,29331,5/5/2011 6:29,42.20002 93.55373,What do u think  straight or curly weave? P.s I'm not a weave fan; this is my 2nd time I'm doing weave,0
126236,30078,5/13/2011 6:53,42.21447 93.39197,Sitting outside at Starbucks reading...perfect lunch break! Thank you Lord for such beautiful day!,0
127110,30263,5/13/2011 2:54,42.18557 93.36401,Not to pessimistic or anything...But today...Is going to suck.I just want to go back to sleep...,0
127986,30446,5/2/2011 2:17,42.2242 93.35522,I have a new company which is called Multy Grand Insurance Company. you can find it on facebook so please like it.,0
128182,30499,5/4/2011 12:24,42.24159 93.33565,Not sure who a week w/o daddy is harder on me or CG. #missingmyhubby,0
128835,30664,4/30/2011 22:50,42.23098 93.32607,i think it's old.since his hair is.i guess.lol,0
131256,31251,5/5/2011 18:25,42.19029 93.36481,Mas foda-se. Eu adoro American Boy,0
131793,31403,5/7/2011 12:01,42.23157 93.35003,trey is telling me he is here  but I don&#39;t believe him Cx,0
135658,32371,5/1/2011 21:12,42.21093 93.32487,AN APPRAISAL; Clayburgh's Unforgettable 'Unmarried Woman' - Appraisal,0
139625,33291,4/30/2011 18:43,42.22331 93.372,#dontyoujusthateitwhen your German next-door neighbour starts throwing Pianos at you while sing Gwen Stefani??,0
142944,34050,5/2/2011 0:25,42.23687 93.35043,Aah pengin bli buku Crisis Public Relations... Smoga di Togamas ada X),0
143989,34303,5/6/2011 13:12,42.24248 93.35922,Kush has no side effects lmao #Boondocks,0
145451,34617,5/16/2011 3:47,42.23127 93.46426,BROOKLYN JOURNAL; Learning What Food Looks Like Before It Goes Into the Package,0
147903,35201,5/15/2011 15:31,42.22213 93.36401,88.5 KCSN is playing:   Me    by    Paula Cole      From the Album:    This Fire,0
148869,35415,5/8/2011 6:51,42.24572 93.28812,the word swagger is just not part of my vocabulary!! i mean i just can't be involved!!,0
153160,36410,4/30/2011 3:00,42.26872 93.37719,Good Morning  #World! Logged in wondering if Summer is sneaking out the back door without saying goodbye... Hoping it will come back to,0
153739,36530,5/10/2011 12:33,42.19943 93.33765,#GhettoCrayonColors Michael Jackson Gray. Get it? Because first he wa--oh... too soon...,0
154916,36872,5/10/2011 10:42,42.25663 93.37799,Awwww hell yeah! Ice Road Truckers is on!!! I really like this show! # IRT #HistoryChannel,0
155271,36982,5/6/2011 5:41,42.23098 93.33365,#dontyoujusthateitwhen girls wear heels but can't walk in em?,0
156511,37228,5/1/2011 21:32,42.25014 93.42152,What 730M video is out i wanna know pls pls pls tell me,0
160310,38107,5/13/2011 6:44,42.24041 93.25457,Is it just me or do you guys notice too that Yesung looks like Lee Jun Ki in the KRY Photobook? XD,0
164085,38979,5/14/2011 14:03,42.21565 93.34204,Carla Cohen  74; Made Store an Institution,0
165014,39236,5/11/2011 19:43,42.20179 93.40475,Hurricane - The Film ist echt der Burner!! Woohoooo!!,0
166418,39566,5/3/2011 15:09,42.20562 93.33485,YO DIS MUSIC IS SO SWEET....Y I THINK LIK THE BLACK PART OF BK ALLLL WATCHIN DIS MOVIE,0
168726,40104,5/12/2011 18:27,42.24749 93.5058,In a Meeting With Pakistanis  U.S. Will Seek to Repair a Strained Relationship,0
168888,40138,5/7/2011 10:34,42.23304 93.26655,Mobil on the run. What I wanna know is  what are we running from...,0
177149,42157,5/1/2011 2:34,42.22449 93.39077,Sigh.Our crazy stalker is back.Been installing security fencing & surveillance all day. Atty called me yesterday 2 warn me.Here we go ag,0
177786,42308,5/14/2011 1:24,42.23511 93.44629,I want the Samsung Galaxy S Android phone quite badly. Its kickin some apple ass.,0
180544,42942,5/1/2011 5:35,42.23835 93.35962,Is happy to be off work........,0
180944,43035,5/14/2011 14:42,42.29761 93.47704,all he does is whine  and he never wants to go to sleep!!,0
183648,43704,5/15/2011 1:24,42.29378 93.32926,You know  my only ambition in life now is to one day have my name as a trending topic on twitter. How sad.,0
185666,44185,4/30/2011 22:40,42.24896 93.49542,The transformation is happening. 3 months away from 30. Just noticed bags under my eyes for the first time.,0
187564,44615,5/4/2011 22:05,42.26076 93.26695,Still no #newtwitter. Bummer.,0
187576,44616,5/1/2011 19:08,42.21299 93.35003,NATIONAL BRIEFING | SOUTHWEST; Texas: Hearing on Death Penalty Halted,0
190148,45217,5/6/2011 17:48,42.23068 93.56012,I just met a guy who doesn't know who BOB DYLAN is.,0
190452,45317,5/10/2011 6:00,42.1894 93.41993,Y ahora me retiro. Tengo que estar a las 5 de la tarde en Starbucks.,0
192209,45746,5/4/2011 17:43,42.21859 93.38997,Twitter bring me the #newtwitter,0
192653,45829,5/8/2011 5:05,42.21624 93.33006,this boy is annoying =/,0
194620,46301,5/9/2011 1:46,42.22302 93.34324,What is it to do today. It feel good outside,0
196395,46753,5/9/2011 4:16,42.25899 93.41394,*GASPSnSCREAMS* THIS IS MY SONG!!!...D0NT EVEN PLAY WIT ME Rii N0W...THIS. IS. MY. JAAMM! WHAT 0H YESS!!!!,0
197167,46909,5/8/2011 21:38,42.16316 93.34564,The hotels is Niagra betta be on point... - Newz,0
197776,47059,5/9/2011 2:37,42.23923 93.35922,RT this if you like the #newtwitter,0
204900,48683,5/8/2011 21:20,42.22891 93.35642,Als je minder dan 60 followt  en klaagt 'me TL is leeg' dan ligt het gewoon aan jezelf,0
206607,49069,5/3/2011 19:23,42.2012 93.37,missed #trueblood watching entourage then catchin the rerun,0
207046,49175,5/7/2011 21:52,42.22154 93.36641,Today is going to be a huge success.,0
209434,49743,5/8/2011 2:28,42.2298 93.46746,I think the dog is addicted to latte,0
210808,50053,4/30/2011 3:32,42.22773 93.34364,Yay my mom is here,0
211448,50166,5/2/2011 17:42,42.2413 93.42592,Oil spill is looking good! BP actually did a good job of cleaning up. Once again  the Pres delivers.,0
214454,50875,5/9/2011 19:48,42.18587 93.39716,IMF's Strauss - Kahn Says Ireland Can Manage Well,0
217896,51709,5/9/2011 14:11,42.1782 93.35922,His car is on Fire.,0
219286,52080,5/8/2011 5:40,42.23687 93.35323,I'm is a new SAFER!,0
