,ID,Created_at,Location,text,label
632697,111554,5/15/2011 9:48,42.22714 93.54534,Were a 100 foot lizard breathing fire and stomping cities flat  'Blue Armor' by Ghostface ft Sheek Louch would be my theme music.  Feel,1
632727,111562,5/11/2011 23:38,42.264 93.45468,Jonathon  you vomitous  uppity turd! #masterchef,1
632820,111584,5/16/2011 9:55,42.24719 93.48224,copping a bad dose of the flu right now my nostrels are on fire,1
632893,111600,5/12/2011 7:22,42.24395 93.48623,This will be a busy week. Midterms is fast approaching. Craaap! :|,1
633129,111639,5/9/2011 3:16,42.29614 93.37,brilliantly  with food in my stomach  no alcohol in my system and advil working the head... my headache is gone.,1
633157,111645,5/2/2011 23:25,42.24454 93.35203,Mmm Is event med Geocaching..,1
633178,111649,5/6/2011 23:45,42.22302 93.372,She's the lady in red when everybody else is wearing tan. The flashy girl from flushing  the nanny named fran(:,1
633183,111649,5/12/2011 23:45,42.18822 93.53935,i changed my bday from being November 18th to August 20th because i wanna have a pool party...smh november is cold lol,1
633277,111663,5/2/2011 20:16,42.27786 93.44269,oh & hail is a lot colder than regular ice ;/ i ate some and it burnt my tongue.. so frankie copied me.,1
633288,111664,5/10/2011 20:14,42.20208 93.39476,GADGETWISE; DIGITAL DIARY: Overcoming Insomnia With an iPhone Lullaby,1
633604,111712,5/4/2011 2:19,42.27609 93.55133,Realizing work is approaching quickly =a ruined dream!,1
633614,111713,5/12/2011 18:28,42.22331 93.372,Do I feel a tickle in the back of my throat? Pressure in my nose?  Am I getting a cold?  No DAMMIT.  No.  Not before #Disney :(,1
633617,111713,5/4/2011 18:28,42.21771 93.35243,If your out on the road  feeling lonely and so cold. All you have to do is call my name and ill be there on the next train,1
633818,111744,5/10/2011 13:01,42.23776 93.36281,my nose is cold:(,1
633948,111759,5/6/2011 14:29,42.22832 93.38078,And I'll use it til my dying breath.,1
634215,111789,5/5/2011 1:46,42.21388 93.37439,I cant breathe. I think everything is moving to fast for me to catch up.,1
634250,111793,5/11/2011 15:05,42.22272 93.38198,body is aching...oucchhh!..start working out laa..,1
634377,111819,5/6/2011 19:44,42.20415 93.35602,OMGSH I NEED TO BREATHE!!!! OMGSH THAT NEES TO WIN A COMEDY AWARD!!!! 'HOW DO WE GET OUT WE CANT GET OUT BANG!!!' FIRE ALARM!!! LMQO!!!!,1
634455,111829,5/15/2011 23:12,42.28258 93.49062,I'm frozen cold my veins are blue....No really it feels like -100 in here..,1
634470,111830,5/9/2011 16:55,42.26754 93.48144,THATS IT. I'm getting in my sweats and watching Friends.,1
634486,111832,5/13/2011 21:55,42.23186 93.53975,Would you do me a favor nd stop breathing?? Is tht askin for too much? *Msz. Wilson*,1
634879,111910,5/9/2011 15:58,42.22567 93.34244,Multiple people in my class just said that Aeon Flux is 'really good.' Is the semester over yet  I'm done with this. #badopinions,1
634881,111910,5/15/2011 15:59,42.22479 93.24978,i hope my cold is gon by the am...i got stuff to do,1
634902,111919,5/5/2011 4:58,42.24218 93.32686,#MALE BATHROOM MISBEHAVIOR: I think leaving toilets unflushed is male 'old brain' 'marking territory'  like dogs around fire hydrants.,1
635219,111973,5/3/2011 1:33,42.22213 93.27614,Eating a blood orange and thinking how cruel it is to name fruit after bodily fluids. I mean what's next  a spit apple? A cumquat?,1
635703,112050,5/16/2011 16:38,42.21152 93.22262,My voice is retarded cause of my cough.,1
635883,112091,5/9/2011 19:58,42.21417 93.3692,these cramps starting to kick my ass again!,1
635941,112102,5/6/2011 23:00,42.22773 93.33405,Your Shelter My Soul   You're My Fire When I'm Cold! #ADORETHISSONG,1
635972,112108,5/7/2011 22:20,42.18469 93.44229,i rarely get headaches  head is pounding :/,1
636093,112124,5/4/2011 18:19,42.27874 93.31967,#dontyoujusthateitwhen yuu get cought cheatiN',1
636113,112125,4/30/2011 0:50,42.24159 93.35602,GOING HOME NOW. EARLY TODAY! & WHY IS IT SO COLD!,1
636168,112133,5/1/2011 17:34,42.23363 93.32966,Korean bbq cookoff is less than a week away. Get ready for the meat sweats!,1
636345,112171,5/7/2011 15:19,42.18852 93.4375,Pepto bismol car. No matter how cool you think ur car is  ur ride still represents nausea  heartburn  indigestion  upset stomach  & diar,1
636350,112171,4/30/2011 15:20,42.21034 93.32087,Having lunch at home... And the flu is killing me... Gona chuck down some yellow pills and nap at the warehouse... Monday bulus!,1
636523,112193,5/11/2011 22:19,42.20621 93.32926,i have a major headache &gt;:| & my leg is still hurting :/,1
636639,112222,5/3/2011 7:18,42.29938 93.51658,is singing......mamma mia av got diarrhea  plip plop can you hear my poo drop,1
636805,112245,5/7/2011 0:14,42.17437 93.3728,Hard to believe NFL camps just opened today.  Fall is quickly approaching  better enjoy August!,1
636835,112248,5/5/2011 1:56,42.22154 93.2366,am i the only one who is insanely cold?/,1
637160,112312,5/13/2011 21:01,42.24189 93.35602,Someday  when I'm awfully low  when the world is cold  I will feel a glow just thinking of you  and the way you look tonight...,1
637161,112312,5/6/2011 21:01,42.20709 93.25697,I have man flu. Please avenge my death which is clearly going to follow shortly!,1
637197,112323,5/13/2011 20:23,42.2239 93.33765,This is it  let go. Breathe....,1
637345,112351,5/10/2011 21:43,42.23216 93.32766,Have no idea where this splitting headache is coming from,1
637380,112358,5/16/2011 6:00,42.18144 93.36081,This is just great  I haven't had a cold in almost 2 years but it decides to wait til summer to torment me. Lamesauce.,1
637564,112388,5/11/2011 9:19,42.18852 93.40874,How hard is it to flush a toilet? Must be extremely difficult the ones at church always have floaters.  #nasty,1
637603,112394,5/7/2011 8:30,42.21299 93.36561,I got this heartburn  burnin in my soul. Call the fire department  its out of control.,1
637897,112434,5/14/2011 16:06,42.21977 93.24339,i feel sick to my stomach  i fear vomit is in my radar.,1
638105,112471,5/11/2011 17:47,42.23658 93.35402,Don't attempt this: Chicken Huarache w/ all the fixings for lunch. Then a burger for dinner. Major heartburn. *wimper. Tmr is healthy ti,1
638115,112471,5/2/2011 17:48,42.21034 93.34484,i actually don't have insomnia for once  cus my mind is actually in a good state right now.,1
638428,112534,5/13/2011 16:37,42.28051 93.24738,Needs a portable heater  this cold is close to exreme!!,1
638615,112581,5/11/2011 22:00,42.23628 93.36561,Resting my voice. Recording soon.. God make this cough subside,1
638668,112585,5/15/2011 23:35,42.22331 93.34763,Life is only wat u make it n I try 2 make my life worth every breath I take.........,1
638688,112587,5/9/2011 10:59,42.22331 93.35802,Had a mild headache the whole day...this is what the lack of sleep does to you.,1
638776,112596,5/14/2011 18:35,42.20886 93.38039,First Flu Victim's Family Intends to Sue City,1
639015,112643,5/12/2011 2:20,42.17555 93.47744,Looking forward to the nice hot water... The bestest thing before sleeping ..is a hot shower ..spesh if its cold outside ..,1
639075,112649,5/9/2011 5:40,42.20474 93.40275,Is the day before your birthday soposed to be like hell? First i have a headache  second  my back hurts  and third  theres no internet!,1
639084,112650,5/6/2011 19:27,42.20503 93.33485,So all there advertisements about cold drinks is making me even more thirsty!!,1
639159,112673,5/7/2011 3:09,42.22036 93.3688,Teaching Physicians The Price Of Care,1
639387,112720,5/9/2011 20:45,42.22611 93.48367,A fit baseball player is like an erudite soccer player - essentially superfluous.,1
639447,112735,4/30/2011 19:55,42.24277 93.33965,REALLY?; THE CLAIM: Lying on your left side eases heartburn.,1
639463,112742,5/16/2011 7:15,42.21358 93.34763,Scary hick next to me is making motorcycle noises under his breath. Or maybe he's growling at rampant Madison liberalism.,1
639530,112750,5/8/2011 21:34,42.29289 93.5042,... DSLs free you from these burdens  are better to read  and can be extended better  then tight OO-implementations. Is that a fluent AP,1
639764,112789,5/8/2011 11:52,42.23658 93.32607,Never been so cold in my life.,1
639789,112791,5/4/2011 9:59,42.29525 93.4359,is wanting an ice cold beer or 3...mmmm beer,1
639793,112797,5/9/2011 4:14,42.23923 93.44669,So with a couple of userscripts to modify and add keyboard shortcuts  I think I'm switching to newtwitter in Fluid.app as my desktop cli,1
639794,112797,5/13/2011 4:14,42.22272 93.36681,Twitter is fine the way it is #newtwitter don't do anything to it Jack besides give it more room to breathe (tweet).,1
640424,112911,5/2/2011 15:49,42.18528 93.55772,#dontyoujusthateitwhen people say they have the 'Beiber Fever',1
640439,112914,5/5/2011 0:09,42.18852 93.44269,my korean kid is teaching me some korean words! ^^ daebak!,1
640478,112921,5/6/2011 20:43,42.25398 93.38158,My cough is killing me! Wth! =(,1
640880,112995,5/6/2011 20:42,42.20798 93.37839,I really want to like 'On the Road with Austin & Santino ' but Santino is still as vomit inducingly obnoxious as ever.,1
640894,112997,5/14/2011 16:03,42.17525 93.34763,Dems are mad at the #TeaParty because the movement is active  fluid (no nat'l structure) & powerful!  They can't hit a moving target #tc,1
641165,113031,5/10/2011 16:15,42.21594 93.19745,I was cold af they made me take out my bobby pin they made me take off my boots all I had on was legging footies & a top.. :-(,1
641236,113045,5/1/2011 12:00,42.20533 93.54694,I'm out a here. my hubby is out cold.he works so hard love is in the air,1
641330,113058,5/5/2011 8:10,42.21152 93.39516,Catalyst installation failed. It's cold and dark here. I'm scared. Alone. A man with a mustache stole my gems and broke my object model.,1
641816,113153,5/13/2011 3:56,42.24808 93.33805,i'm seriously getting headache with this drama. the twist are so shocking and so confusing.,1
641991,113184,5/8/2011 22:14,42.2413 93.32886,Sometimes living the easier way is harder and everyonce in a while you look at those possible headache as relieve from the pain you suff,1
642160,113218,5/2/2011 19:32,42.29584 93.34004,I lay my love on you is all I wanna do. Everytime I breath I feel brand new.,1
642339,113250,5/15/2011 20:10,42.22243 93.36681,VITAL SIGNS; Prevention: More Health Care Workers Got Flu Shots,1
642472,113269,5/1/2011 21:11,42.27285 93.40355,UUUH COLD AS FIRE BABY HOT AS ICE  IF YOU'VE EVER BEEN TO HEAVEN THIS IS TWICE AS NICE,1
642479,113269,5/2/2011 13:31,42.25103 93.54454,I'm stuck outside in the cold after the THIRD fire alarm that's gone off in the hospital this week...,1
642482,113269,5/5/2011 13:33,42.25339 93.46905,fire drill on the coldest day .. cause thats so cleaver ..,1
642600,113292,5/8/2011 22:05,42.24719 93.34284,star the day with a breath of fire!! #haroldandmaude,1
642606,113292,4/30/2011 0:46,42.17024 93.40395,totally forgot the apprentice was on cos i was too busy teaching my mate how to dj for our gig tomorrow night.,1
643239,113413,5/10/2011 1:07,42.18999 93.36401,Poetry is thoughts that breathe  and words that burn,1
643837,113528,5/15/2011 19:06,42.21624 93.39596,#dontyoujusthateitwhen the toilet seat is cold HAHA! shivers*,1
643977,113554,5/5/2011 3:22,42.21093 93.37959,you either on fire or you're cold bc lukewarm will get you SPIT OUT.,1
644016,113563,5/9/2011 2:01,42.21152 93.38358,No amount of funniness in their commercials will ever make #OldSpice not nauseating,1
644096,113585,5/6/2011 16:25,42.27137 93.51099,fever is not disappearing but has gone down slightly.,1
644268,113619,5/13/2011 13:02,42.21682 93.38957,My upper lip is so cold right now........ #yeg,1
644430,113648,5/4/2011 16:54,42.24867 93.22661,Ready catch the birdflu on my birthday saturday,1
644533,113677,5/2/2011 19:44,42.20886 93.35482,Swine Flu Shots Revive a Debate About Vaccines,1
644840,113730,5/2/2011 3:37,42.22331 93.509,Goodbye weekends. Hectic week approaching despite the long weekends. Flu bug is attacking me nw & popped pills for a gd night rest.,1
644906,113737,5/3/2011 6:22,42.2752 93.56012,My favourite is not replying me!! I said its cold!,1
645075,113760,5/10/2011 21:28,42.20827 93.35083,True skill is acting like you've never done it before! Nuthn like that 1st time teaching lol #soimthinking,1
645199,113777,5/4/2011 20:38,42.23894 93.43471,PERSONAL SHOPPER; Curves and Frills For the Hot and Cold,1
645426,113811,5/1/2011 0:29,42.26872 93.44429,Thinking about teaching strategies. Wondering if I will be teaching my first Central American Studies class this fall.,1
645534,113835,5/15/2011 18:34,42.20621 93.35283,storm blowing in. A cold wet night ahead. Which is great  more rain means more work  more jobs  more house sold  more i get for my house,1
645613,113856,5/1/2011 18:25,42.21034 93.39436,Just saw a dude breathe fire. Pics to come,1
645818,113895,4/30/2011 22:19,42.29024 93.29731,#pickuplines My love for you is like diarrhea. I just can't hold it in.,1
645910,113914,5/3/2011 8:24,42.22567 93.36481,FML NOW ON TOP OF THE FACT THAT MY FACE IS SWOLLEN & IM CONSTANTLY IN PAIN  I WOKE UP W| A COLD...SHOOT ME,1
645979,113921,5/3/2011 19:38,42.20562 93.37559,is having a flu. hope not.,1
646151,113945,5/15/2011 17:20,42.22361 93.3684,is cold and dont know why :S,1
646244,113960,5/12/2011 20:16,42.1667 93.42712,...is taking a mental vacation...my body is here but my mind is gone  somewhere tropical with lots of water sunshine and a cold drink,1
646251,113960,5/10/2011 20:17,42.27343 93.41553,#sometimes i wonder why the sky is gray... why is the rain so cold... why do you have to be so far away...why dont you wanna see me...,1
646332,113972,5/12/2011 1:19,42.27343 93.45228,#Cameron: #BP geen invloed op besluit #Megrahi &gt;&gt; als Cameron slaapt of fluit  dan #Liegt hij nog. #BP #Oilspill,1
646553,114009,5/6/2011 6:59,42.23569 93.32886,De kunst van het kunstfluiten is dat de kunst erg kunstig is en dat je er ook een beetje kunstzinnig van wordt. #fail #hollandsgottalent,1
646606,114018,5/6/2011 3:58,42.22302 93.27854,The DEA declare sauces on drug control they claim less ppl are using. Could it be less ppl are getting cough or all the users are in jai,1
646756,114039,5/1/2011 1:43,42.25044 93.43351,Fluffly is a kitten two months old,1
647048,114084,5/9/2011 12:12,42.24572 93.32686,I know the process is so much stress but just breathe..God's got a blessing to spare,1
647467,114165,5/6/2011 4:21,42.22479 93.34164,My nose is cold.,1
647535,114179,5/4/2011 6:02,42.23452 93.33325,MCC9 Crown Fire relief site will be open til 6 pm today at Marie Kerr Park  Palmdale  Ca stop by file a claim or a bottle of cold water.,1
647770,114219,5/3/2011 5:14,42.22331 93.36601,Take me away from here. Take me somewhere where love is like breathing. I don't care where we go long as I'm there with you.,1
647876,114232,5/9/2011 0:06,42.22449 93.50979,Dear cat sleeping on my sweater: It is raining  and getting cold. I want my sweater. You look too cute to wake. Please chase a fruit fly,1
648248,114308,5/1/2011 6:26,42.2752 93.43391,Long never ending impossible to dream line at Starbucks??ahhhh SUPERCALIFRAGILISTICEXPIALIDOCIOUS breathing in out in out....,1
648316,114315,5/14/2011 7:41,42.22184 93.33525,I really am having mixed feelings about this tea it taste so good and is making me feel better...but it kinda smells like bad breathe lo,1
648358,114322,5/13/2011 3:06,42.20621 93.35203,OMG. This NJTransit train is freezing 2day. I'm colder than an iceburg. I see a hot chair latte in my future.  Good thing I wore pants 2,1
648374,114325,5/4/2011 23:42,42.26164 93.32726,RANGERS 3  DEVILS 1; After Years of Reaching Playoffs  Devils Reach the Bottom,1
648470,114344,5/14/2011 2:22,42.20356 93.35562,Living in UR own shadow will stop U from growing. Get out of the SHADE OF SECURITY and LIVE. Hard times only make u strong. Smile&breath,1
648833,114403,5/6/2011 19:16,42.1726 93.51579,BITS; Coaching Silicon Valley,1
648864,114409,5/13/2011 5:23,42.25191 93.4387,1st time Im having a reeses mcflurry. Not bad  not Oreos but not bad. Boondocks time with the fam-o,1
649024,114439,5/4/2011 18:19,42.19943 93.31928,blowin' smoke in the air  drinkin' ice cold beer  with ya girl in my ear sayin' i just wanna partyyy.,1
649103,114445,5/8/2011 9:30,42.22538 93.25777,This is so not a good day!!! and you dont want to know why!!! I so flushed this day away!!!,1
649566,114518,5/2/2011 13:15,42.24218 93.32686,Flu flu go away. My nose is blocked and I can't breath properly. Sigh and I'm running out of tissues,1
649610,114526,5/16/2011 13:24,42.2923 93.25936,visions so insane.. traveling unraveling through my brain  cold when i am denied it.. your light is ultraviolet!,1
649654,114533,5/2/2011 3:58,42.23835 93.53256,getting a headache =======(((((((((,1
649959,114574,5/15/2011 6:04,42.20444 93.43471,Supposedly a good day with short lessons  bibimbap for lunch  and kbox! But the flu is ruining everythinggggg.,1
650210,114622,5/1/2011 6:20,42.19265 93.40914,But why is it always so cold?,1
650345,114644,5/6/2011 10:39,42.18616 93.37879,#DontYouJustHateItWhen you go to a klub restroom and theres vomit all on the floor. #lildude,1
650358,114644,5/14/2011 22:32,42.2413 93.36321,So just incase u haven't seen my previous tweets!! IM COLD!,1
650509,114672,5/3/2011 12:00,42.23569 93.34564,Why is it that I took a sleeping pill 4 hours and I'm still awake? On days like this I curse the #fibro #insomnia,1
650633,114694,5/10/2011 19:35,42.23658 93.5054,Please no headache tomorrow! I already woke up with headache two days in a row :(,1
650694,114705,5/11/2011 23:14,42.19854 93.44669,I think I good DVD night is in order tonight :) some headache tablets and some ice-cream  that's the only thing I can eat atm :/ x,1
650980,114752,5/13/2011 17:06,42.22538 93.3692,EvErYOne Is Here At THe DirTBIKe TracK RIdEINg THere HaVINg A BLast So Was I InTILl THe LEVITaTIOn HaPpend NOw Am WaCHINg RAW Am!!,1
651127,114785,5/4/2011 22:18,42.23098 93.55373,Why is cold stone so packed? Everybody... Go home!,1
651129,114785,5/12/2011 22:18,42.27963 93.4403,It is cold tonight!,1
651232,114798,5/7/2011 7:12,42.28022 93.25417,Wat lekker is toch eens die rust van een blauwe lucht met wat witte wolkjes en alleen vogels die fluiten. Morgen weer lekker fruit bezor,1
651253,114799,5/15/2011 3:55,42.218 93.38158,Question... Is twitter for networking or is it a front for gossip?? Reaching out to the who's who and just keep getting ignored!!!! Rt!!,1
651337,114814,5/6/2011 2:54,42.22685 93.24578,My body is aching,1
651453,114840,5/13/2011 5:33,42.27167 93.23021,feng shui - when there are many red berries on trees in summer the winter is going to be very cold.,1
651543,114854,5/14/2011 3:49,42.20857 93.51219,Ahhh! My fingers are swollen from the cold! Ahhhh! Wait.....I can still type. Whew...okay.,1
651558,114858,5/2/2011 1:16,42.23393 93.34723,Why is it sooo cold :|,1
651771,114896,5/14/2011 5:04,42.27904 93.24898,Just woke up from a long nap. And the headache is back. &gt;.&lt;,1
651782,114898,5/13/2011 8:37,42.23511 93.21263,Aersol brake fluid  ciggerette lighter  and a big ass spider does equal death to spider. But we avoided a garage fire.,1
651820,114904,4/30/2011 8:00,42.2755 93.47624,Clearly my headache is the result of caffeine withdrawal. And clearly it is too rainy to remedy this any time soon.,1
652128,114953,5/7/2011 21:20,42.24719 93.33925,Ugh.  Down with the flu. Becoming best buddies with my couch. Reality TV is almost bearable in a marathon.,1
652344,115001,5/13/2011 13:07,42.27963 93.34484,Brr~ why it is so cold...,1
652589,115056,5/7/2011 17:37,42.24955 93.51139,the game is cold blooded   aint #sharkweek its #sharklife lol,1
652720,115077,5/6/2011 19:32,42.20562 93.36041,Despite F.B.I. Fanfare  Time Runs Out on Cold Civil Rights Cases,1
652893,115095,4/30/2011 12:23,42.21594 93.37959,This cold is still in my head which makes me dozy and I forget what I'm doing. Just bought wrong size diapers. Wish it would go away.,1
652906,115096,5/6/2011 7:58,42.19235 93.40235,Sleep your way to the top girl.  Even if Don is drunk and had stinking breath. Mad Men.,1
652935,115098,5/16/2011 2:03,42.2242 93.3716,Re: O/T: Crude approaching $80!  ( CRUD.L): even mxp is rising.  had hoped to stock up more SB's sub 10p :-( By GoMad,1
652936,115098,5/9/2011 2:03,42.21122 93.39596,my tummy is aching!!:((,1
653092,115124,5/4/2011 16:12,42.22243 93.34244,#dontyoujusthateitwhen Someone has puff that magic DRAGON breath and is all in yo grill.,1
653161,115132,5/15/2011 11:07,42.21152 93.36601,Mmm cold cider in one of the most beautiful places. Bliss. I'll post a piccy soon.,1
653421,115196,5/2/2011 15:30,42.21299 93.34963,Parents: We charge you with the sacred responsibility of teaching your children the doctrines of the holy priesthood.,1
653520,115205,5/13/2011 2:49,42.22538 93.36081,Reality TV Pours Itself A Cold One,1
653574,115220,5/3/2011 6:39,42.21358 93.39476,Ive had non. Stop killer contraction cramps for 4days seriously wtf is upppp !,1
653736,115250,5/1/2011 23:10,42.20474 93.40195,Guys; wake up! it is early in the morning. it's really wet outside  cold  and FOGGY.,1
653902,115278,5/3/2011 23:24,42.21388 93.39357,LMFAO IM DYING. these kids came up to my friends car and she ran out with a belt and they all ran. can't.breathe.omg.,1
653938,115289,5/7/2011 3:01,42.1894 93.53016,my wife says we've got 6' im not sure what she is talking about at this point cough,1
653997,115296,5/2/2011 23:42,42.22007 93.25257,I've been cold all day... Literally alllll day WTF is the issue?,1
654126,115317,5/8/2011 14:32,42.26223 93.22901,The Two Churchills,1
654161,115321,5/2/2011 16:39,42.21388 93.40036,Still at Dupont...Mami is still running a high fever & threw up 3 times!,1
654204,115326,5/6/2011 16:23,42.26312 93.4383,On the House floor - Democrats control schedule and all bills and once again they wasted a precious day with fluff bills honoring Father,1
654772,115422,5/4/2011 22:12,42.24189 93.45587,the light is hitting your hair beautifully..its like a crippled tree reaching for heaven.,1
654933,115456,5/12/2011 19:28,42.22479 93.34404,PistacheGravel:You've been complaining about my bad breath so I just assumed the pack of gum on the table was for me.,1
655215,115508,5/5/2011 15:05,42.29525 93.3692,Having a cold is fun enough  but a cold with food poisoning is really a whole new level of fun,1
655228,115509,5/5/2011 5:20,42.2298 93.33006,Melted ice-cream is considered a fluid right?,1
655329,115527,5/2/2011 5:01,42.2242 93.22422,Even funnier that the oil spill jokes start gushing when some dude named Green flubs up. SO POIGNANT #worldcup #bpcares,1
655463,115553,5/8/2011 11:32,42.17024 93.49342,oh no. back is aching  means menses coming sooooon /screams,1
655499,115555,5/10/2011 18:41,42.19795 93.4415,Up  headache  two big events to attend today  ... Today is going to be PERfECT,1
655532,115565,5/15/2011 4:36,42.22803 93.37559,Gotta headache. My dog is cute. Some things don't change.,1
655732,115588,5/11/2011 0:20,42.23599 93.35123,EU is approaching 1.3200  over 100 pip move since the open.,1
656018,115628,5/5/2011 4:00,42.2811 93.42951,frequent visits to the toilet although i only had a cup of coffee and a cup of chinchow today. is it that cold?,1
656070,115642,4/30/2011 21:50,42.23923 93.25777,My five year old cousin's favorite music is Beethoven. Haha what toddler listens to Beethoven? And his favorite instrument is the flute.,1
656177,115653,5/13/2011 8:12,42.23275 93.33565,Loving someone who doesn't love your back is like reaching for the stars; you know you'll never get there but you just keep on trying,1
656229,115660,5/5/2011 7:11,42.2354 93.36681,Is one step closer to reaching my fitness goal.  Is there a goal that you are trying to reach?,1
656338,115679,5/7/2011 11:40,42.20444 93.54095,Cook: The concept of honesty is grounded in the life and teachings of the Savior. #ldsconf,1
656396,115687,5/16/2011 12:31,42.23363 93.34644,I don't know what is worse...being puked on by my 4 year old or my cat eating her vomit...,1
656671,115736,4/30/2011 9:17,42.17083 93.5086,Very cold  and considerable ice froze in the water pails during the night.,1
656672,115736,5/2/2011 9:17,42.21388 93.49102,It would only be natural to suppose that the nights are very cold here  while so much snow lays around.,1
656744,115746,5/6/2011 20:35,42.23746 93.36002,The woman next to me on the train is a fat mess. She still has the remnants of a sandwich all over her dress and coughs like she has TB.,1
656755,115749,5/4/2011 1:59,42.23452 93.54974,i think i'm falling sick - blocked nose  headache  throat that feels like it is going to be sore. ):,1
656817,115767,5/12/2011 21:17,42.27255 93.53935,Is there anything better than being under the covers on a cold Sunday?,1
656992,115802,5/11/2011 19:22,42.23481 93.21623,Seriously am I the only #insomniac here everybody is like f*****g offline sleeping and like dead dammit wake up people!!,1
657051,115814,5/2/2011 6:33,42.21741 93.35243,Carl Sandburg Poetry is thoughts that breathe  and words that burn,1
657091,115819,5/13/2011 0:07,42.27845 93.40755,It is very rapidly approaching Beer O'Clock... #tylenolarenotworking #Iwasnotbuilttorunlongdistances,1
657249,115848,5/4/2011 18:30,42.20709 93.36002,#dontyoujusthateitwhen someone ruins your moment just because they're jealous? -coughs-,1
657308,115858,5/12/2011 19:50,42.22154 93.34044,KFC's Honey Chicken is nice..but only for 1 pc!eat more than that  feels like wanna vomit.. :(,1
657486,115900,5/2/2011 8:13,42.22036 93.39436,nose is well angin' my mum given me albas oil  somehow think it links to last nights antics and not a cold.,1
657627,115925,5/6/2011 21:20,42.27432 93.32806,Chuckling at radio spot - Joe 20Something: 'Hey baby  is that cold beer? I'll take one' StreetTeamGal: 'I'm not your baby & this isn't b,1
657662,115929,5/9/2011 20:39,42.17289 93.20584,ON LOCATION; Fluid Design Atop Solid Rock,1
657793,115946,5/1/2011 21:55,42.24159 93.35882,REALLY?; Flu viruses live longer on surfaces than cold viruses.,1
657825,115950,5/3/2011 0:07,42.20945 93.37919,Lazy saturday. I got a meeean headache and I'm bout to get under deez covers and watch matlock and murder she wrote Alllllll day.,1
658364,116050,5/16/2011 17:16,42.22461 93.47754,Cold please go away for baseball season.,1
658584,116084,5/11/2011 3:55,42.22508 93.3728,THEATER REVIEW | 'BREATH ON THE MIRROR'; Einstein Looks Back  With Help From Puppets,1
658678,116094,5/11/2011 9:15,42.16464 93.47105,It was so Cold that we could hardley keep comfertable with over Coats and mittens on. it snowed a little. we went on,1
658716,116106,5/5/2011 10:53,42.22243 93.39516,Bored and bored from staying in bed. Dont know what this week long fever really is!,1
658773,116118,5/6/2011 23:15,42.25014 93.29731,this joint is irritating meee -____- .. wtf kind of a headache is thisss -___-,1
658968,116149,5/16/2011 2:01,42.21535 93.35762,My house is SO cold.,1
659024,116156,5/9/2011 15:51,42.26901 93.4367,franzferdinand &lt;3  i don't care his breath is in your hair / i don't care his skin is still between / the still-warm fold of your she,1
659246,116198,5/1/2011 21:27,42.241 93.36161,so this kids pizza from nordstrom's cafe is beyond yummy. even cold.,1
659299,116209,5/8/2011 19:34,42.28287 93.38118,actually... cold coffee is quite nicee :D,1
659380,116221,5/2/2011 15:31,42.21211 93.37759,Ahh it seems the swine flu is receding. Christmas may be on after all...,1
659477,116236,5/9/2011 16:49,42.2242 93.37839,Watchn da boondocks..da fried chiken flu wth kinda shyt is dis?,1
659653,116277,5/6/2011 21:28,42.28759 93.233,It's so hot outside  there is no cold water...not even cool water.,1
660018,116343,5/7/2011 6:37,42.24218 93.22981,Got ice on my leg for the last time b4 i go to sleep and my foot is cold,1
660297,116384,5/16/2011 20:54,42.28936 93.38318,The Headache That Wouldn't Go Away,1
660358,116389,5/13/2011 23:28,42.29024 93.41234,when i was 5 years old  that woman told me i could breath underwater  ma lil ass almost drowned,1
660369,116391,5/10/2011 15:11,42.20533 93.25976,This is one of those rainy sundays where I can literally lay in this bed until tomorrow morning.. Ahhh cold sheets :) #lazydays,1
660592,116457,5/10/2011 20:38,42.23569 93.368,Okay  this girl vs. boy problem in YA is giving me a headache. It's like the black case vs. yellow case on WDC all over again. #LeSigh,1
660763,116480,5/8/2011 18:59,42.23746 93.32726,Personal moment of stupid:  anti-nausea Ginger drops need mixed with something before taken.  'It's not funny my (mouth) is on fire'.,1
660834,116496,5/15/2011 19:11,42.19825 93.33365,With the higher than normal humidity my lungs are exasperated and breathing is harder hopefully this will change soon,1
660973,116519,5/8/2011 22:41,42.22184 93.34683,I'm in a weird position.. I am not coughing  I am relaxed  but my mind is too active for me to sleep. WTF?,1
661285,116567,5/1/2011 3:55,42.24071 93.36161,Good news: Getting over the flu. Bad news: at dentist. Out of the frying pan into the drill fire #imabiggirl,1
661443,116586,5/10/2011 17:47,42.22921 93.37799,Youve given me great expectations that love could happened again. So hard to be patient when your breath is on my skin.,1
661667,116629,5/8/2011 6:47,42.22361 93.38718,at least my headache is finally gone! :) off to the cottage today for a couple days. if needed  text meeee.,1
661741,116638,5/10/2011 19:55,42.24218 93.35402,why is it all of a sudden i can't breathe out of my nose.. ugh beddd please.,1
661855,116664,4/30/2011 22:47,42.23304 93.34564,Headache is killing me am going 2 sleep,1
661967,116682,5/4/2011 21:17,42.23894 93.34364,IN MY OPINION IRAQ IS PREACHING HATE . MARK MY WORD SMASH THE SYSTEM THIS IS COMMUNISM FOLKS! !!!,1
662130,116710,5/8/2011 23:51,42.20916 93.53256,My tipsy headache is beginning to form.,1
662184,116719,5/3/2011 9:43,42.2295 93.35442,would seriously consider long johns... except for the fact that they FEEL cold. Can I have an open fire to toast my feet?,1
